seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db,results_schema_version,job_path
123,BL-AG,none,0,1.000000,108000,0,0,82096,82096,336.858296,0.359545,98.383333,98.650000,79.766667,92.800000,96.800000,98.283333,79.766667,87.700000,91.933333,94.266667,92.800000,95.916667,97.583333,98.400000,96.800000,98.383333,99.316667,99.633333,98.283333,99.183333,99.716667,99.833333,0.602164,3.562094,80.566667,93.350000,97.033333,98.200000,80.566667,88.466667,92.216667,94.333333,93.350000,96.533333,97.966667,98.650000,97.033333,98.650000,99.300000,99.566667,98.200000,99.216667,99.583333,99.750000,0.603292,3.441525,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,20,1.000000,108000,0,0,82096,82096,336.858296,0.333817,92.616667,93.383333,62.483333,80.466667,88.233333,92.483333,62.483333,71.733333,78.183333,82.850000,80.466667,86.700000,90.300000,92.966667,88.233333,92.616667,95.133333,96.766667,92.483333,95.583333,97.250000,98.300000,1.743656,10.600626,62.483333,81.216667,89.033333,92.766667,62.483333,72.433333,78.933333,83.233333,81.216667,87.250000,91.233333,93.450000,89.033333,93.383333,95.750000,97.033333,92.766667,95.733333,97.400000,98.316667,1.710572,10.335557,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,40,1.000000,108000,0,0,82096,82096,336.858296,0.355220,84.566667,84.516667,43.733333,65.650000,77.933333,85.750000,43.733333,51.483333,57.783333,63.366667,65.650000,72.516667,78.166667,82.316667,77.933333,84.566667,89.183333,92.333333,85.750000,90.666667,93.733333,95.816667,4.062926,17.531693,44.483333,66.516667,78.200000,86.133333,44.483333,52.516667,59.516667,64.566667,66.516667,73.516667,78.800000,82.650000,78.200000,84.516667,89.200000,92.183333,86.133333,90.750000,93.983333,95.800000,3.962051,17.609912,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,60,1.000000,108000,0,0,82096,82096,336.858296,0.387813,76.816667,77.400000,31.716667,54.733333,69.583333,80.550000,31.716667,37.366667,42.333333,47.800000,54.733333,61.566667,67.416667,72.583333,69.583333,76.816667,82.800000,87.000000,80.550000,86.433333,90.766667,93.583333,6.387731,20.109351,32.566667,55.166667,70.150000,81.083333,32.566667,38.566667,44.116667,49.000000,55.166667,62.316667,68.333333,72.850000,70.150000,77.400000,83.300000,87.366667,81.083333,86.700000,90.766667,93.416667,6.222559,20.044934,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,80,1.000000,108000,0,0,82096,82096,336.858296,0.335160,71.583333,72.316667,24.916667,47.550000,63.683333,75.850000,24.916667,29.366667,33.566667,38.633333,47.550000,53.816667,58.916667,64.400000,63.683333,71.583333,77.833333,82.833333,75.850000,82.916667,87.900000,91.266667,7.978826,21.681103,25.850000,48.766667,64.233333,76.233333,25.850000,30.633333,35.350000,39.866667,48.766667,55.300000,61.016667,65.750000,64.233333,72.316667,78.500000,83.500000,76.233333,83.066667,88.050000,91.216667,7.854669,22.045522,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,100,1.000000,108000,0,0,82096,82096,336.858296,0.321573,68.200000,68.283333,21.150000,43.000000,60.083333,72.200000,21.150000,25.133333,29.066667,34.000000,43.000000,48.866667,53.566667,58.916667,60.083333,68.200000,74.533333,79.750000,72.200000,79.683333,85.316667,89.600000,8.921792,23.127633,21.783333,43.583333,60.066667,72.300000,21.783333,26.033333,30.316667,34.550000,43.583333,50.083333,55.783333,60.416667,60.066667,68.283333,74.466667,79.633333,72.300000,79.716667,84.966667,88.883333,8.858056,23.315361,v4.1,jobs/baseline/bl_ag_eval
123,BL-AW,none,0,1.000000,108000,0,18,82096,82096,328.819584,0.000000,98.383333,98.650000,79.766667,92.800000,96.800000,98.283333,79.766667,87.700000,91.933333,94.266667,92.800000,95.916667,97.583333,98.400000,96.800000,98.383333,99.316667,99.633333,98.283333,99.183333,99.716667,99.833333,0.602164,3.562094,80.566667,93.350000,97.033333,98.200000,80.566667,88.466667,92.216667,94.333333,93.350000,96.533333,97.966667,98.650000,97.033333,98.650000,99.300000,99.566667,98.200000,99.216667,99.583333,99.750000,0.603292,3.441525,v4.1,jobs/baseline/bl_aw_blockage_000
123,BL-AW,none,20,1.000000,108000,0,13,82096,82096,360.164098,0.000000,98.166667,98.033333,77.950000,91.916667,96.433333,98.266667,77.950000,86.550000,90.916667,93.483333,91.916667,95.333333,97.000000,98.150000,96.433333,98.166667,99.133333,99.500000,98.266667,99.100000,99.533333,99.750000,0.694368,4.065966,79.283333,92.450000,96.066667,97.916667,79.300000,87.666667,91.566667,93.916667,92.450000,95.900000,97.333333,98.150000,96.066667,98.033333,98.783333,99.216667,97.916667,98.933333,99.466667,99.700000,0.647143,3.883369,v4.1,jobs/baseline/bl_aw_blockage_020
123,BL-AW,none,40,1.000000,108000,0,20,82096,82096,336.170113,0.000000,98.083333,98.366667,78.600000,91.983333,96.283333,98.150000,78.600000,86.666667,90.833333,93.116667,91.983333,95.383333,97.433333,98.350000,96.283333,98.083333,98.966667,99.433333,98.150000,99.066667,99.500000,99.750000,0.723495,4.367331,78.983333,92.750000,96.583333,98.066667,78.983333,87.166667,91.316667,93.500000,92.750000,96.200000,97.600000,98.316667,96.583333,98.366667,99.066667,99.416667,98.066667,99.016667,99.450000,99.733333,0.705105,4.241988,v4.1,jobs/baseline/bl_aw_blockage_040
123,BL-AW,none,60,1.000000,108000,0,19,82096,82096,339.777500,0.000000,97.900000,98.200000,76.933333,91.516667,95.750000,97.666667,76.933333,85.400000,89.816667,92.650000,91.516667,95.133333,97.133333,98.200000,95.750000,97.900000,98.933333,99.383333,97.666667,98.816667,99.450000,99.750000,0.810555,4.848563,78.133333,92.266667,96.066667,97.800000,78.150000,86.416667,90.416667,92.833333,92.266667,95.950000,97.416667,98.166667,96.066667,98.200000,98.950000,99.350000,97.800000,98.966667,99.333333,99.650000,0.786377,4.535568,v4.1,jobs/baseline/bl_aw_blockage_060
